Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,control_T1,control_T2,control_T3,control_T4,esg_T1,esg_T2,esg_T3
CG32751,58.72694902,5.536675832,0.977347024,5.665005057,1.47E-08,8.86E-07,4.089184349,4.025272776,0,3.406185795,263.2570368,17.02410927,119.2868542
Fas3,679.8766126,3.00862615,0.532727264,5.647591841,1.63E-08,9.74E-07,236.1503961,79.49913733,303.6654626,56.76976326,850.681562,1453.007726,1779.362241
CG32302,108.0656409,3.28127427,0.582390091,5.634151953,1.76E-08,1.04E-06,33.73577088,7.044227359,26.62002432,23.84330057,234.3503818,91.07898458,339.7867967
Coop,169.7674814,-1.22119071,0.216773611,-5.63348419,1.77E-08,1.04E-06,210.592994,261.6427305,192.2557312,235.0268199,88.78472613,111.5079157,88.56145232
p38c,411.5784975,1.301075973,0.231110425,5.629672356,1.81E-08,1.06E-06,312.8226027,263.6553669,249.4394872,185.0694282,661.7559238,497.1039906,711.2026835
CG34347,365.2689819,-1.469774621,0.261054107,-5.630153211,1.80E-08,1.06E-06,636.8904623,451.8368691,421.9766818,501.8447072,160.0189831,245.1471734,139.1679965
CG4650,19.54733925,3.174756516,0.564810589,5.620922444,1.90E-08,1.10E-06,5.111480436,4.025272776,3.943707307,4.54158106,39.23046038,36.60183492,43.37703787
Cyp28d1,189.6942721,2.140953426,0.38147269,5.612337342,2.00E-08,1.15E-06,67.47154175,69.43595539,122.2549265,48.8219964,214.7351516,411.1322388,394.008094
pasi2,191.2670759,-0.970597182,0.173216724,-5.603368767,2.10E-08,1.21E-06,270.9084631,231.4531846,244.509853,221.4020767,121.8209033,127.6808195,121.0942307
GlyS,359.7545261,0.689736469,0.123125585,5.601893922,2.12E-08,1.21E-06,286.2429044,288.8133217,272.1158042,292.9319784,438.761728,475.823854,463.5920923
CG1246,329.0442155,1.920960166,0.342999119,5.60048134,2.14E-08,1.21E-06,79.7390948,229.4405483,127.1845606,163.4969182,540.9674011,492.8479633,669.6330222
sug,487.2151866,1.807086674,0.322633597,5.601049272,2.13E-08,1.21E-06,164.58967,385.4198683,154.7905118,236.1622151,849.6491814,812.9012175,806.9936421
pdm2,50.15149427,2.618989669,0.467932782,5.596935653,2.18E-08,1.22E-06,8.178368697,23.14531846,9.859268267,21.57251004,113.561859,82.56692995,92.17620548
mal,337.146296,0.853410488,0.153298131,5.566998653,2.59E-08,1.44E-06,234.105804,267.6806396,236.6224384,263.4117015,507.9312239,411.9834443,438.2888202
Pi3K68D,525.2467862,0.733377368,0.131887272,5.560637922,2.69E-08,1.49E-06,467.1893118,398.5020049,382.5396088,388.3051807,645.2378352,709.054151,685.8994114
CG32547,90.85010242,1.307667695,0.235841091,5.544698285,2.94E-08,1.62E-06,60.31546914,59.37277345,46.33856086,56.76976326,130.0799476,143.0025178,140.0716848
lin-28,400.5863405,-2.035762137,0.369569336,-5.508471449,3.62E-08,1.98E-06,769.7889536,408.5651868,769.0229249,423.5024339,111.4970979,219.6110095,102.1167767
Eip75B,1084.779065,-0.790083825,0.144511327,-5.467279563,4.57E-08,2.49E-06,1517.087393,1175.379651,1264.944119,1339.766413,668.9825876,824.818094,802.4752007
CG14314,27.65126883,3.331289824,0.611731824,5.445670293,5.16E-08,2.80E-06,7.15607261,9.056863747,2.95778048,3.406185795,54.71616843,78.31090263,37.95490814
CG14321,69.31836809,3.031910755,0.5583146,5.430470121,5.62E-08,3.03E-06,12.26755305,10.06318194,37.46521942,7.947766856,113.561859,156.6218053,147.3011911
Atg18a,460.4643479,-0.663289431,0.122507628,-5.414270442,6.15E-08,3.30E-06,582.7087697,524.2917791,566.9079254,513.1986598,342.7503381,332.8213362,360.5716273
spi,863.4285252,-0.539873736,0.099785588,-5.410337758,6.29E-08,3.35E-06,959.9360258,946.9454206,1040.152802,1040.022063,705.1159063,690.3276308,661.4998276
ase,23.72794652,3.309987155,0.61215656,5.407092519,6.41E-08,3.40E-06,3.066888261,7.044227359,3.943707307,5.676976326,47.48950467,67.2452316,31.62909012
CG8229,317.8935636,-1.22949011,0.227450281,-5.40553349,6.46E-08,3.41E-06,447.7656862,326.0470949,526.4849255,386.0343901,156.9218415,209.396544,172.6044632
CG11068,178.2982729,-3.381299916,0.625671517,-5.404273365,6.51E-08,3.41E-06,165.6119661,416.6157324,117.3252924,464.3766634,53.68378789,18.72652019,11.74794776
CG4991,116.3895326,1.338800404,0.247902408,5.400513917,6.65E-08,3.47E-06,58.27087697,61.38540984,86.76156075,74.9360875,156.9218415,182.1579692,194.2929821
CG1648,664.9859066,-1.093977734,0.202663635,-5.39799719,6.74E-08,3.50E-06,836.2381993,942.9201479,748.3184615,916.263979,524.4493125,353.2502673,333.4609787
Mctp,526.8900984,-0.634843251,0.118129106,-5.374147576,7.69E-08,3.97E-06,630.7566858,577.6266434,624.0916813,655.123068,389.2074622,426.4539371,384.9712111
Dtg,758.3487222,-1.266881341,0.236046469,-5.367084487,8.00E-08,4.11E-06,980.3819476,1089.842604,962.2645829,1013.907972,561.6150118,423.9003207,276.5286164
CG9471,336.5226883,1.364212088,0.255071976,5.348341711,8.88E-08,4.53E-06,181.9687035,261.6427305,132.1141948,228.2144483,560.5826313,472.4190322,518.7170779
Dmtn,539.7404954,1.861601224,0.349162674,5.331615786,9.73E-08,4.92E-06,327.1347479,164.0298656,356.9055113,165.7677087,711.3101896,823.1156831,1229.919761
Ugt37C2,253.6661157,2.353735998,0.44144654,5.33187099,9.72E-08,4.92E-06,111.4302735,43.27168235,148.8749508,63.58213485,344.8150991,394.959335,668.7293339
GILT1,431.4451106,-1.201166481,0.225705223,-5.321837337,1.03E-07,5.16E-06,626.6675014,483.0327332,598.4575838,569.9684231,171.375169,286.8562411,283.7581228
Atet,288.0282158,-1.442299392,0.271542849,-5.311498343,1.09E-07,5.44E-06,479.4568649,261.6427305,447.6107793,391.7113665,116.6590006,144.7049288,174.4118398
CG1103,272.1606986,-0.995149917,0.187582813,-5.305123119,1.13E-07,5.60E-06,339.4023009,356.2366407,337.1869747,351.9725322,162.0837442,213.6525713,144.5901262
CG1275,545.4790833,0.919015842,0.173763239,5.288896819,1.23E-07,6.09E-06,330.2016362,388.4388229,439.7233647,421.2316434,635.9464104,855.4614907,747.350215
dally,645.4044651,-0.715907365,0.135426652,-5.286310748,1.25E-07,6.15E-06,819.8814619,746.6881,735.5014127,799.3182666,511.0283655,499.657607,405.7560418
CG7324,453.300273,-0.8730049,0.16522928,-5.283596826,1.27E-07,6.21E-06,493.7690101,590.7087799,521.5552913,644.9045106,332.4265327,269.8321319,319.9056543
CG32170,361.8506519,-1.137394883,0.215328754,-5.28213192,1.28E-07,6.22E-06,609.2884679,433.7231417,478.174511,367.8680659,195.1199214,225.5694478,223.2110074
Ankle2,202.9939413,-0.852824498,0.161822497,-5.270123206,1.36E-07,6.61E-06,244.3287648,238.497412,277.0454383,244.109982,137.3066113,139.597696,140.0716848
AMPdeam,1298.15311,-0.704420685,0.134184603,-5.249638698,1.52E-07,7.35E-06,1688.833136,1678.538748,1481.848021,1372.692876,1059.22243,932.0699824,873.8665755
ash2,881.505225,-0.625905878,0.119296083,-5.246659092,1.55E-07,7.44E-06,1065.232523,988.2044666,1008.603144,1089.979455,735.0549419,685.220398,598.2416473
NT5E-2,106.6089376,2.439535917,0.465642606,5.239073676,1.61E-07,7.71E-06,11.24525696,54.34118248,46.33856086,35.19725322,218.8646737,178.7531473,201.5224885
CG15309,924.175009,-0.981247279,0.187685454,-5.228147733,1.71E-07,8.10E-06,1127.592584,889.5852836,1207.760363,1463.524497,583.2950031,570.3076604,627.1596726
CG31793,95.8577817,1.308362408,0.250246124,5.228302391,1.71E-07,8.10E-06,66.44924567,57.36013706,54.22597547,56.76976326,139.3713724,125.1272031,171.7007749
RhoBTB,575.6113888,-0.742939581,0.142152206,-5.226366893,1.73E-07,8.14E-06,707.4288923,759.7702365,645.7820715,668.7478112,464.5712414,418.793088,364.1863805
CG13409,102.0585124,1.399871601,0.268782306,5.208198499,1.91E-07,8.93E-06,54.18169262,46.29063693,67.04302422,72.66529697,138.3389919,180.4555582,155.4343857
CG16989,495.1629758,-0.670682731,0.128796241,-5.207316033,1.92E-07,8.93E-06,570.4412166,651.0878716,572.8234863,562.0206562,343.7827186,371.9767875,394.008094
Grip,447.0911339,-1.006697039,0.193638836,-5.198838505,2.01E-07,9.31E-06,686.9829706,484.0390514,577.7531205,530.2295888,292.1636918,322.6068706,235.8626434
CG31697,21.95995907,3.360832738,0.647227654,5.192659363,2.07E-07,9.58E-06,3.066888261,5.03159097,3.943707307,5.676976326,39.23046038,28.08978029,68.68030997
CG8613,333.9800669,-0.725317031,0.139779768,-5.188998687,2.11E-07,9.72E-06,418.1190996,419.6346869,373.6662673,396.2529475,264.2894173,226.4206533,239.4773966
Agpat4,448.9686933,1.909387875,0.369857038,5.162502477,2.44E-07,1.11E-05,90.98435176,283.7817307,194.2275849,254.3285394,992.1176955,647.7673576,679.5735933
Ady43A,207.5071809,-0.936796616,0.181787709,-5.15324507,2.56E-07,1.17E-05,245.3510609,292.8385945,260.2846823,245.2453773,136.2742308,152.3657779,120.1905424
CG33543,17.35832455,7.000302183,1.361814335,5.140423334,2.74E-07,1.24E-05,1.022296087,0,0,0,11.3561859,62.13799882,46.99179103
CG7139,330.7910409,-0.898751495,0.175170897,-5.130712412,2.89E-07,1.30E-05,418.1190996,345.1671406,414.0892672,474.5952208,197.1846824,233.230297,233.1515786
bnk,36.53746217,8.079116222,1.579376888,5.115382075,3.13E-07,1.41E-05,1.022296087,0,0,0,2.064761073,152.3657779,100.3094001
CG44014,639.8990911,1.118491947,0.218787669,5.112225718,3.18E-07,1.42E-05,321.0009714,474.9821876,373.6662673,534.7711699,1058.19005,796.7283137,919.9546782
rau,509.2392808,-1.167061049,0.228278176,-5.112451267,3.18E-07,1.42E-05,728.8971101,689.3279629,696.0643397,558.6144704,222.9941959,394.959335,273.8175516
CG2909,238.5537283,1.53976167,0.301343783,5.109651365,3.23E-07,1.43E-05,116.5417539,161.0109111,137.0438289,110.1333407,384.0455595,245.9983789,515.1023247
dsd,560.0960347,0.971869414,0.190837679,5.09264952,3.53E-07,1.56E-05,432.4312449,314.9775947,431.8359501,407.6069002,688.5978178,709.9053564,935.3173791
CG11710,231.241974,0.929910033,0.182676121,5.090484874,3.57E-07,1.57E-05,138.0099718,190.1941387,155.7764386,182.7986377,302.4874972,327.7141034,321.7130309
CG3529,404.7467924,1.239034614,0.243540303,5.087595757,3.63E-07,1.58E-05,335.3131166,205.2889116,288.8765602,193.0171951,519.2874098,629.0408374,662.4035159
CG15422,622.002598,1.004413951,0.197462114,5.086616015,3.65E-07,1.59E-05,340.424597,494.1022333,387.4692429,516.6048456,947.7253324,755.8704515,911.8214836
CG2064,773.317665,1.110585981,0.218534768,5.081964723,3.74E-07,1.62E-05,634.8458701,453.8495055,594.5138765,382.6282043,1190.334758,938.8796261,1218.171814
bib,343.2405204,-0.927672962,0.182582027,-5.08085586,3.76E-07,1.62E-05,362.9151109,424.6662779,484.0900719,451.8873155,219.8970542,261.3200772,197.9077353
Galk,348.4381785,0.744790407,0.146710358,5.076604124,3.84E-07,1.65E-05,280.1091279,283.7817307,269.1580237,247.5161678,457.3445776,495.4015797,405.7560418
CG7191,160.96066,2.973567966,0.58645304,5.070428087,3.97E-07,1.69E-05,43.95873175,7.044227359,34.50743894,78.34227329,351.0093824,350.6966509,261.1659155
nrv3,725.2001987,1.231260189,0.242804095,5.071002571,3.96E-07,1.69E-05,387.450217,320.0091857,570.8516327,560.885261,942.5634297,1228.289484,1066.352181
WASp,509.4586808,0.801775395,0.158175868,5.068885685,4.00E-07,1.69E-05,403.8069544,448.8179146,352.961804,339.4831843,677.2416319,613.7191391,730.1801375
CG9003,578.2539044,-0.921737208,0.181893633,-5.067451754,4.03E-07,1.70E-05,855.661825,570.582416,803.5303638,669.8832064,388.1750817,396.6617459,363.2826922
N,1122.583986,-0.942484092,0.186407131,-5.056051697,4.28E-07,1.80E-05,1549.800868,1111.981604,1599.173313,1391.994595,597.7483306,795.8771082,811.5120835
CG6753,20.23053312,-4.77692747,0.945756068,-5.050908613,4.40E-07,1.84E-05,29.64658653,46.29063693,19.71853653,42.00962481,3.097141609,0.851205463,0
insb,112.9612585,2.68231069,0.531288146,5.048692901,4.45E-07,1.85E-05,42.93643566,54.34118248,14.7889024,23.84330057,277.7103643,274.0881592,103.0204649
Cyp6w1,112.7209826,-3.283749116,0.651458661,-5.040610116,4.64E-07,1.92E-05,86.89516741,260.6364123,82.81785345,302.0151405,29.93903555,5.958438243,20.78483065
pns,216.4812862,-1.044760176,0.207327729,-5.039172433,4.68E-07,1.93E-05,251.4848374,241.5163666,295.778048,322.4522553,150.7275583,140.4489015,112.9610361
CG10936,23.05458302,5.063677151,1.005046325,5.038252492,4.70E-07,1.93E-05,3.066888261,0,1.971853653,1.135395265,17.55046912,39.15545131,98.5020235
CG12963,462.2847556,1.498269693,0.297672082,5.03328926,4.82E-07,1.97E-05,163.5673739,364.2871863,210.0024141,299.74435,889.9120224,660.5354396,647.9445032
CG7083,319.631362,-0.787475919,0.157054196,-5.014039363,5.33E-07,2.17E-05,378.2495522,377.3693228,397.3285112,406.4715049,249.8360898,237.4863243,190.678229
dgo,17.0775374,-3.337489425,0.665893484,-5.012046977,5.39E-07,2.19E-05,27.60199435,30.18954582,28.59187798,24.97869583,2.064761073,3.404821853,2.711064867
CG10300,54.52580976,2.783330086,0.556081387,5.005256694,5.58E-07,2.25E-05,4.089184349,20.12636388,11.83112192,26.1140911,99.10853149,89.37657365,131.0348019
CG6908,154.6269425,2.225456621,0.445253541,4.998178379,5.79E-07,2.33E-05,25.55740218,99.62550121,59.1556096,55.63436799,366.4950904,195.7772566,280.1433696
ADPS,67.94472712,2.445235951,0.49073256,4.982828026,6.27E-07,2.51E-05,21.46821783,22.13900027,39.43707307,10.21855739,110.4647174,177.9019418,93.98358206
Cyp6d2,23.38908958,4.317704852,0.867496542,4.977201223,6.45E-07,2.58E-05,2.044592174,5.03159097,1.971853653,1.135395265,44.39236306,17.87531473,91.27251719
AOX3,329.9253125,0.956278395,0.1926825,4.962974817,6.94E-07,2.76E-05,233.0835079,277.7438216,199.157219,230.4852388,511.0283655,477.5262649,380.4527697
CG15211,191.7027034,2.088371625,0.42171789,4.952058409,7.34E-07,2.91E-05,36.80265914,93.58759205,70.98673152,119.2165028,290.0989307,246.8495844,484.3769229
CG9170,48.08570102,2.354893295,0.475677791,4.950605931,7.40E-07,2.92E-05,23.51281,10.06318194,25.6340975,10.21855739,74.33139862,111.5079157,81.33194601
Lk6,3899.837124,-0.630551002,0.127517099,-4.944834916,7.62E-07,2.99E-05,4918.266475,4276.852325,4582.587891,4613.110962,2561.336111,2944.319698,3402.386408
boi,190.1954669,-1.697824521,0.344186513,-4.932861863,8.10E-07,3.17E-05,259.6632061,178.1183204,270.1439505,373.5450422,91.88186774,104.698272,53.31760905
CG31345,159.5835963,1.820048877,0.369590636,4.924499433,8.46E-07,3.28E-05,41.91413957,88.55600108,59.1556096,116.9457123,301.4551166,288.5586521,220.4999425
meru,23.09024597,3.562810135,0.723466279,4.924638837,8.45E-07,3.28E-05,9.200664784,2.012636388,3.943707307,1.135395265,37.16569931,62.98920429,45.18441445
CG30283,368.9090492,-1.708428852,0.347288327,-4.919338542,8.68E-07,3.36E-05,463.1001275,615.8667348,393.3848039,627.8735816,203.3789657,198.330873,80.42825772
pix,1611.955569,-0.435435403,0.088544704,-4.917689989,8.76E-07,3.37E-05,1939.295677,1800.303249,1821.992776,1696.280526,1343.127078,1354.267892,1328.421785
CG15739,386.5404105,1.34617015,0.273811037,4.916420335,8.81E-07,3.38E-05,279.0868318,187.1751841,292.8202675,171.444685,518.2550293,498.8064015,758.1944745
Rab3,233.3357959,1.823404738,0.371140294,4.912979723,8.97E-07,3.43E-05,79.7390948,62.39172803,175.4949752,129.4350602,317.9732052,441.7756355,426.5408724
amon,539.3044553,1.714749515,0.34964882,4.90420507,9.38E-07,3.57E-05,148.2329326,201.2636388,351.9758771,389.4405759,683.4359151,1025.702583,975.0796639
CG3987,909.093627,0.798760734,0.162940687,4.902156404,9.48E-07,3.58E-05,602.1323953,742.6628272,609.3027789,807.2660335,1309.05852,1060.602007,1232.630826
CG13928,365.7430319,1.701169618,0.347029754,4.90208577,9.48E-07,3.58E-05,157.4335974,114.7202741,315.4965846,156.6845466,500.7045601,640.1065084,675.0551519
Nrx-1,283.0906923,1.458239646,0.298299845,4.888502861,1.02E-06,3.81E-05,178.9018153,140.8845472,213.9461214,113.5395265,312.8113025,550.7299348,470.8215986
CG8051,140.1554181,1.229417151,0.251489657,4.888539624,1.02E-06,3.81E-05,67.47154175,85.5370465,100.5645363,102.1855739,203.3789657,177.0507364,244.8995263
CngB,137.2811376,1.592755912,0.326669625,4.875739253,1.08E-06,4.04E-05,65.42694958,50.3159097,91.69119489,87.42543541,154.8570805,238.3375297,272.9138633
Slob,115.8183033,2.206904513,0.452700719,4.874974612,1.09E-06,4.04E-05,35.78036305,31.19586402,83.80378027,30.65567216,157.9542221,182.1579692,289.1802525
Crtc,1269.377068,-0.647479761,0.132902898,-4.871825755,1.11E-06,4.09E-05,1733.814164,1320.289471,1554.806606,1399.942362,926.0453411,1001.86883,948.8727035
CG4080,292.3750655,1.372801493,0.282755424,4.85508456,1.20E-06,4.44E-05,209.5706979,142.8971836,224.7913165,118.0811076,361.3331877,520.9377436,469.014222
Dys,819.8420111,-1.079815106,0.22333148,-4.835033142,1.33E-06,4.89E-05,1333.074098,801.0292825,1217.619631,884.4729115,436.6969669,562.6468113,503.354377
Paics,380.51567,-0.805683168,0.166687231,-4.83350263,1.34E-06,4.91E-05,442.6542057,403.5335958,529.442706,488.219964,278.7427448,285.1538302,235.8626434
bru2,659.278532,0.98602919,0.204045313,4.832403044,1.35E-06,4.92E-05,457.988647,393.4704139,550.1471693,455.2935013,729.8930392,889.5097092,1138.647244
Inx3,802.565276,-0.686862229,0.142194805,-4.830431249,1.36E-06,4.94E-05,1004.917054,932.8569659,976.0675585,918.5347695,620.4607024,669.8986997,495.2211824
CG7616,130.0701987,1.630879438,0.337653512,4.830038429,1.37E-06,4.94E-05,43.95873175,94.59391024,48.31041451,87.42543541,205.4437267,224.7182423,206.0409299
Ten-m,274.0590025,-0.99261121,0.205828256,-4.822521594,1.42E-06,5.11E-05,387.450217,357.2429589,338.1729016,311.0983026,134.2094697,207.6941331,182.5450344
Oatp74D,253.2710894,-1.133660933,0.235118798,-4.821651616,1.42E-06,5.11E-05,387.450217,301.8954582,359.8632918,272.4948636,124.9180449,189.8188183,136.4569316
Pino,475.2610286,0.610922088,0.126818842,4.817281709,1.46E-06,5.21E-05,425.2751723,366.2998226,359.8632918,399.6591333,582.2626225,620.5287828,572.9383752
CG18265,87.92666266,1.706764626,0.354592699,4.813310117,1.48E-06,5.29E-05,61.33776523,25.15795485,52.25412182,39.73883428,125.9504254,158.3242162,152.7233208
CG3556,159.1359949,2.419412756,0.502728492,4.812563427,1.49E-06,5.29E-05,75.64991045,28.17690943,88.73341441,29.52027689,170.3427885,418.793088,302.7355768
Ir85a,19.21668024,5.771070727,1.200405262,4.807601989,1.53E-06,5.40E-05,0,0,0,3.406185795,71.23425701,25.5361639,34.34015498
CG10803,983.7688641,-0.685118899,0.142525013,-4.807008137,1.53E-06,5.40E-05,1119.414215,1082.798377,1114.097314,1380.640642,654.5292601,755.019246,779.8829934
mew,1039.950141,-0.534851735,0.111376284,-4.802204899,1.57E-06,5.52E-05,1265.602556,1194.499696,1073.674314,1263.69493,783.5768271,855.4614907,843.1411737
Spn47C,15.58087423,-6.35009215,1.327760638,-4.782557916,1.73E-06,6.06E-05,16.35673739,33.2085004,32.53558528,26.1140911,0,0.851205463,0
CG42365,209.708686,1.376485264,0.288171497,4.776618356,1.78E-06,6.22E-05,140.0545639,87.54968289,172.5371947,97.6439928,302.4874972,295.3682958,372.3195751
CG13086,135.1413352,1.559896668,0.327851537,4.757936116,1.96E-06,6.80E-05,39.8695474,69.43595539,86.76156075,98.77938807,212.6703905,231.527886,206.9446182
corto,609.4128961,-0.689417444,0.144948815,-4.756282018,1.97E-06,6.81E-05,655.2917919,755.7449638,673.3880227,827.7031483,457.3445776,484.3359086,412.0818598
Thd1,313.880297,-0.971845577,0.204312787,-4.756655683,1.97E-06,6.81E-05,467.1893118,344.1608224,367.7507064,411.013086,169.310408,243.4447625,194.2929821
CG11961,988.6727981,0.919352931,0.193503059,4.75110283,2.02E-06,6.96E-05,665.5147527,758.7639183,799.5866565,636.9567437,1583.671743,1009.52968,1466.686093
CG4645,509.9533158,0.530147229,0.111687175,4.746715376,2.07E-06,7.09E-05,400.7400662,426.6789143,444.6529989,441.6687581,614.2664191,600.9510571,640.7149969
crq,820.8463166,-0.651716319,0.137344883,-4.745108121,2.08E-06,7.12E-05,955.8468415,870.4652379,974.0957048,1088.844059,625.622605,553.2835512,677.7662168
CRMP,130.9020647,1.334568807,0.28135609,4.743344309,2.10E-06,7.15E-05,73.60531828,59.37277345,70.98673152,113.5395265,182.7313549,213.6525713,202.4261767
CG13887,850.5258875,0.60885114,0.128524123,4.73725184,2.17E-06,7.32E-05,678.8046019,726.5617361,699.0221202,672.153997,1108.776696,911.6410513,1156.72101
CG7778,54.29397139,2.643120847,0.557954136,4.737165076,2.17E-06,7.32E-05,26.57969827,8.050545553,19.71853653,12.48934792,49.55426575,135.3416687,128.323737
CG11200,152.8332949,1.715656337,0.362601099,4.731525474,2.23E-06,7.51E-05,44.98102783,118.7455469,61.12746326,84.01924962,307.6493998,240.0399407,213.2704362
