Geneid,Length,patr1_T1,patr1_T2,patr1_T3,esgTS_T1,esgTS_T2,esgTS_T3
Prp3,2151,111,198,136,237,285,199
Mtr3,1253,76,134,111,93,105,80
Rpn1,3041,996,1361,1242,911,947,800
Su(z)12,4098,276,441,344,530,540,427
Pfdn6,847,158,236,157,155,197,170
Grasp65,1797,186,303,262,283,272,222
CG8004,1242,145,257,186,198,200,140
RhoGDI,1540,933,1115,935,973,984,987
lncRNA:CR45678,482,0,0,0,0,1,1
Ac76E,5320,154,196,159,331,434,408
CG32219,997,10,4,8,16,25,29
CG34258,623,1,3,3,8,4,10
CG33710,715,2,3,3,14,13,10
CG42655,519,5,3,4,5,10,14
CG42654,503,5,4,3,5,15,15
CG42263,1089,1,8,4,10,18,15
CG14182,1032,30,41,19,34,26,34
CG17732,2373,0,0,0,0,0,0
hale,1384,0,0,0,0,0,0
schuy,1917,1,0,0,0,0,0
Csas,802,0,0,0,0,0,0
fln,1300,0,0,0,0,0,0
asRNA:CR45161,1034,0,0,0,0,0,0
Nca,899,70,78,36,98,76,86
CG7646,1696,10,14,7,56,46,30
Gabat,2330,9,12,10,11,22,15
Tom20,1008,211,302,240,299,276,266
CG7668,1736,79,148,124,173,223,158
kug,14507,2607,3700,3143,2631,3100,2849
CG14183,2712,14,20,23,24,26,22
CG14184,759,95,156,123,120,123,104
sNPF-R,4746,2,4,3,2,3,1
CG14186,3522,1,2,1,3,2,0
lncRNA:CR44679,1042,0,0,0,0,0,0
CG14185,1397,0,0,0,0,0,0
Ir76b,2308,0,0,0,0,0,0
CG14187,492,0,0,0,0,0,0
CG7365,1889,0,0,0,0,0,0
gig,5795,507,721,606,706,806,620
obst-J,1235,1,5,1,3,7,0
CG7335,1237,1,1,2,1,0,1
CG7328,1398,9,5,9,14,15,13
CG42674,10693,516,667,540,719,795,754
lncRNA:CR45942,497,0,3,0,3,3,2
Ssk,898,152,227,124,96,109,122
CG42833,395,0,0,0,0,0,0
obst-F,1069,0,1,0,0,0,0
CG7298,1323,14,22,7,5,1,0
CG7290,1667,0,0,0,0,0,0
CG6996,1828,1,0,0,0,0,0
asRNA:CR32224,936,0,0,0,0,0,0
CG7017,1560,0,0,0,0,0,0
CG6933,1415,0,3,2,0,0,0
CG17145,1323,5,7,20,30,38,45
CG17147,1136,0,1,0,0,0,0
Su(var)3-3,3681,182,300,218,158,186,142
CG13813,1527,2,2,1,4,2,2
CG17233,5995,247,473,433,717,920,705
Clc,1406,348,482,359,396,393,372
CG6951,1184,13,19,12,26,19,19
rdgC,5299,0,0,0,1,0,1
asRNA:CR43876,546,0,0,0,0,0,0
CG32228,2987,0,0,1,0,0,0
gogo,5099,14,16,11,12,14,7
CG17122,1947,1,2,0,1,0,0
lncRNA:CR43890,296,3,5,0,2,2,1
FRG1,903,68,110,96,60,84,82
Pex23,4504,75,109,68,76,79,85
asRNA:CR43872,2827,0,0,0,0,0,0
SCCRO4,2121,125,236,186,226,202,159
CG32225,1293,5,5,3,17,19,8
polo,2980,266,400,286,502,493,380
alphaSnap,2070,213,332,240,206,198,191
asRNA:CR43875,798,25,29,32,2,0,1
Spn77Ba,2161,127,160,165,2,1,0
Spn77Bb,1161,137,191,181,0,0,0
CR6434,659,40,54,44,0,0,1
Spn77Bc,1440,176,212,199,1,0,0
CR45385,712,0,0,0,0,0,1
Rbbp5,1853,124,176,124,86,87,68
eRF1,3112,593,755,660,875,835,791
CG5618,2269,314,426,354,303,262,223
kin17,1453,102,146,104,104,107,103
CG5665,1188,6,15,3,7,5,3
DNApol-alpha60,1753,76,109,84,91,87,55
Toll-9,3490,8,11,6,2,4,1
in,3062,5,6,4,3,3,1
CG13247,1305,1,7,6,2,2,0
Ide,3439,545,790,607,573,652,577
RhoBTB,3355,306,473,347,532,547,459
CG5498,1523,118,192,115,187,221,180
fbl,3513,75,150,120,127,150,108
asRNA:CR43944,1535,0,0,1,1,2,0
CG33969,1665,128,192,129,139,148,112
lncRNA:CR45677,458,12,5,7,2,2,1
trbl,2372,318,456,407,179,137,96
lncRNA:CR45973,3289,56,102,61,4,3,2
CG13248,2856,15,17,17,8,8,15
zye,7031,5,2,1,0,1,1
CG5282,1543,0,0,0,0,0,0
CG5274,1390,71,113,93,72,66,73
CG5262,2033,85,124,84,132,161,120
Las,1373,94,134,87,88,97,89
Psn,2048,242,380,317,323,301,268
mRpL15,1029,147,234,192,169,208,163
CtIP,1866,75,141,133,176,163,122
Hpd,1518,11,29,10,20,32,13
lncRNA:CR45176,322,0,0,0,0,0,0
lncRNA:CR43943,610,10,13,8,15,16,10
CG5910,1199,155,232,119,152,159,102
CG5199,1643,66,107,90,88,88,66
Uhg8,496,28,37,19,37,54,40
snoRNA:Or-CD11,89,1,2,1,7,1,0
snoRNA:Me18S-U1356a,79,1,2,1,3,2,2
snoRNA:Me18S-U1356b,79,1,1,0,0,4,1
snoRNA:Me18S-U1356c,79,1,0,0,1,3,2
atk,5188,8,15,2,8,7,5
mag,1477,6,5,3,1,9,8
CG42764,988,0,0,0,0,0,0
CG5955,1314,1,6,2,2,4,5
CG32428,2299,214,336,282,493,485,418
CG5969,947,37,60,66,60,72,58
isoQC,2153,38,67,36,28,41,22
ZnT77C,2536,3,11,5,5,14,3
ND-39,1616,311,435,317,519,474,408
CG32425,4295,247,439,350,696,733,587
CG18281,1665,1,9,8,33,46,17
CG17637,1515,2,6,3,17,17,6
CG5078,1344,2,5,4,16,15,11
CG5059,2332,379,517,476,683,727,671
mTerf3,1124,41,57,56,46,67,46
CG5104,787,48,56,40,71,74,74
CG4825,2049,143,206,184,327,358,268
CG4858,950,113,147,119,96,73,79
Rcd2,2245,17,38,25,15,15,27
CG13250,579,2,1,1,1,1,0
lncRNA:TS3,593,0,0,0,0,0,0
lncRNA:CR46326,324,0,0,0,0,0,0
knrl,3909,0,0,1,0,1,0
lncRNA:CR44684,641,0,0,0,0,0,0
lncRNA:CR44683,1537,0,0,0,0,0,0
lncRNA:CR44680,1024,0,0,0,0,0,0
lncRNA:CR44681,465,0,0,0,0,0,0
lncRNA:CR44682,480,0,0,0,0,0,0
CG13251,3413,0,0,0,0,0,0
lncRNA:CR44685,1012,0,0,0,0,0,0
kni,2215,0,0,1,0,0,0
cmpy,2753,1,1,1,0,1,0
CG34260,543,0,0,0,0,0,0
lncRNA:CR43945,383,0,0,0,0,0,0
CG13252,2532,1093,1392,1331,1265,1301,1160
Gr77a,1396,29,57,48,98,105,79
CG33912,498,2,2,1,0,2,3
CG43251,250,0,0,0,6,2,3
CG4074,1157,43,59,47,59,50,51
CG4186,444,20,30,19,20,22,28
CG4042,1025,76,154,101,86,84,70
Pitslre,4544,247,430,418,545,640,536
Pex16,1439,63,119,75,74,91,61
Pex14,1249,150,236,165,226,209,188
CG11399,4254,144,234,177,381,377,280
CG11396,1601,57,96,62,105,101,77
Six4,1849,0,0,0,0,0,0
lncRNA:CR43705,578,0,0,0,0,0,0
lncRNA:CR43706,533,0,0,0,1,0,0
CG3698,1135,0,0,0,0,0,0
tzn,1283,88,154,124,137,105,98
Spc105R,6195,196,342,231,350,481,332
CG3634,2340,125,207,153,150,150,113
HIPP1,3369,257,420,316,393,456,350
CG3618,2625,61,82,66,87,80,59
Pka-R1,5167,868,1150,1009,1137,1155,879
Mst77F,1065,3,12,8,24,27,19
asRNA:CR45384,1024,0,0,0,1,0,0
CG3288,908,0,0,0,0,0,0
CG13255,1352,8,12,5,15,13,16
asRNA:CR45943,388,0,0,0,0,0,0
CSN3,1679,298,439,359,338,368,323
CG11456,1806,47,101,71,66,86,64
CG32432,4487,3,6,3,1,2,2
lncRNA:CR44686,997,0,0,0,0,0,0
Sfp77F,1093,0,0,0,0,0,0
CG43931,945,1,0,0,0,0,0
lncRNA:CR45383,671,0,1,0,0,0,0
CG11458,537,0,0,1,0,0,0
lncRNA:CR45733,280,0,0,0,0,1,0
lncRNA:CR43930,486,0,0,0,0,0,0
lncRNA:CR45734,272,0,0,1,0,1,0
lncRNA:CR43929,479,0,4,1,0,1,0
fng,1959,491,668,488,463,436,449
CG10589,1365,24,40,30,38,29,27
lncRNA:CR45243,425,0,0,0,0,0,0
Sems,883,1,0,0,0,0,0
CG10588,3727,0,0,0,0,0,0
CG11037,913,0,0,0,0,0,0
CG10587,957,0,0,0,0,0,0
CG12983,3696,0,0,0,0,0,0
CG33287,3434,0,0,0,1,0,0
CG33286,3294,1,0,0,1,0,0
CR33283,738,0,0,0,0,0,0
CG12984,909,2,11,5,2,1,1
skd,12307,596,1084,845,1222,1413,1241
asRNA:CR45944,495,0,0,0,0,1,0
scaRNA:PsiU6-40,142,31,31,3,38,39,54
Pdss2,1990,26,46,31,62,54,66
asRNA:CR45801,743,0,0,0,0,0,0
CG10584,1081,19,43,17,42,40,31
Sin,1673,112,176,127,159,188,146
CG10581,587,1,1,1,1,3,5
siz,6940,1138,1642,1442,1652,1788,1694
CG43072,387,10,12,7,16,16,16
ko,4710,4,9,6,13,12,9
CG33285,767,0,0,0,0,0,0
lncRNA:CR45945,389,0,0,0,0,1,0
CG43938,1486,0,0,0,1,0,0
CG33284,1132,1,0,0,0,0,0
ICA69,1735,5,13,7,6,4,2
CG10565,2538,420,603,525,683,730,615
Ac78C,6850,20,39,14,4,7,9
chb,6205,857,1275,1006,902,885,793
AsnS,1856,533,709,599,273,238,205
CG42337,3910,58,76,58,32,17,21
asRNA:CR45951,1380,0,1,0,0,1,1
park,1687,21,28,20,15,29,21
CG34261,796,19,20,11,19,16,16
CG33054,773,2,6,7,10,4,5
CG33056,1914,23,35,30,52,60,50
CG10512,2394,46,86,80,226,289,263
CG10510,1732,0,1,1,2,5,4
CG10508,3270,2,2,4,7,11,7
CG12975,627,44,70,67,71,63,65
Ilk,2220,296,419,293,458,425,398
CG43219,665,0,0,1,0,0,1
Eip78C,5878,6,14,4,4,4,10
CG43218,682,31,38,33,6,20,10
CG9391,1231,108,184,158,112,110,121
CG9389,2043,0,2,0,1,2,1
asRNA:CR45162,477,0,0,0,0,0,0
AcCoAS,3605,115,169,86,75,63,60
ppl,900,73,107,80,98,113,82
CG12974,2452,42,82,29,22,14,7
pzg,4093,519,886,719,1170,1226,1053
Cpr78Ca,876,0,1,1,1,1,0
Cpr78Cb,2124,0,2,1,1,2,1
Edg78E,967,4,2,2,0,2,1
CG43702,350,0,3,3,4,0,3
Cpr78Cc,522,1,3,4,5,2,2
lncRNA:CR45432,683,2,4,2,3,3,4
CG11309,2205,16,20,10,8,16,5
asRNA:CR45952,1573,0,0,1,2,0,0
CG7632,1442,73,123,69,130,112,105
Pc,2462,109,201,149,155,187,145
lncRNA:CR45674,428,0,0,0,0,0,0
Rab26,4353,3,11,1,1,1,4
asRNA:CR46068,400,0,0,0,0,0,0
Tsr1,2844,350,578,483,587,595,500
CG7324,4645,484,699,610,902,940,865
CG32436,5407,22,27,14,40,41,37
ebd2,1853,73,136,106,115,138,113
CG12971,969,11,21,13,18,10,6
CG32437,2185,19,10,5,19,17,14
CG32440,633,9,14,7,7,6,13
rgn,4346,439,749,584,802,848,696
lncRNA:CR45953,625,16,17,15,36,50,29
sa,956,1,3,0,9,16,9
lncRNA:CR45954,341,4,8,3,12,13,4
barc,2287,172,248,180,189,198,156
CG33288,3690,14,31,19,41,46,33
Aef1,4007,304,509,400,522,615,483
CG5664,2630,109,175,104,119,137,98
Alp1,1806,0,0,0,0,0,0
Syx7,1610,178,277,212,229,270,246
croc,2347,0,0,1,0,0,0
Neu2,1368,0,0,0,5,5,1
CG7202,986,0,0,0,2,4,1
CG7519,710,98,129,108,129,163,128
Hr78,2420,54,89,73,172,163,108
asRNA:CR43933,1287,1,5,1,5,4,4
Glg1,4402,484,688,520,793,737,643
Est-Q,1827,12,14,11,16,22,5
M6,2613,73,134,97,170,173,152
SAK,3371,103,157,98,101,136,104
Cdk12,5121,458,681,492,665,749,555
CG7611,4464,326,439,415,752,709,630
Arv1,942,19,26,15,17,22,20
asRNA:CR43877,514,0,0,0,0,0,0
Mkrn1,2884,389,642,454,527,614,518
ppk5,1495,0,0,0,0,0,0
Rpn10,1422,320,441,379,335,325,298
COX8,513,136,136,119,159,130,149
VhaM9.7-b,1216,224,278,147,306,278,293
CG33290,654,0,0,0,1,0,0
Wnk,8262,1098,1957,1635,1461,1840,1441
CG7173,2439,0,1,0,1,0,0
CapaR,1827,0,0,0,0,1,0
CG7634,1892,0,0,0,0,0,0
CRIF,840,148,236,180,180,207,172
SMC5,3368,270,473,392,325,394,339
mir-193,108,0,0,0,0,0,0
CG32441,1032,149,190,146,153,144,106
lncRNA:CR43939,751,0,1,0,0,0,0
hpRNA:CR46340,202,0,0,0,0,0,0
TfAP-2,2564,1,2,1,0,0,0
lncRNA:CR43940,864,0,0,0,0,0,0
S1P,3136,128,206,160,136,155,144
CG11307,1543,28,58,64,59,82,76
CG7166,3466,1,4,1,3,3,3
Alg11,1994,230,299,259,362,348,312
MED1,5774,178,328,272,371,374,265
ORMDL,674,38,61,67,51,57,36
asRNA:CR45955,672,0,0,0,0,0,0
CG32444,1280,0,0,1,1,3,0
CG32445,1352,1,2,0,0,0,0
Atox1,903,63,93,78,99,108,87
lncRNA:CR45956,1549,0,1,0,0,1,0
CG43980,5927,0,0,0,0,0,0
Cpr78E,463,0,0,0,0,0,0
lncRNA:CR43977,634,0,0,0,0,0,0
lncRNA:CR45920,2009,0,0,0,0,0,0
mir-316,89,0,0,0,0,0,0
CG11249,2110,0,0,0,0,0,0
Als2,5063,138,243,218,178,234,176
asRNA:CR43979,1712,0,0,0,0,0,0
CG11248,2998,84,128,85,95,93,94
Sfp78E,829,1,1,0,3,1,1
lncRNA:CR43978,952,1,0,0,0,0,0
CG32447,5180,5,13,7,1,0,0
CG11247,2861,394,686,478,674,753,595
Rpb8,692,76,132,97,93,103,97
CG14570,780,2,0,2,5,7,1
CG14569,826,0,0,3,2,2,0
CG14568,682,0,0,0,0,0,0
CG14573,690,0,1,0,0,0,0
lncRNA:CR43888,336,0,0,0,0,0,0
CG14567,725,0,1,0,0,0,0
CG14566,710,0,0,1,2,0,2
CG14572,908,1,1,1,1,1,0
CG14565,1022,0,1,1,1,0,0
Syn1,3741,39,66,51,47,48,31
CG14564,890,1,0,0,0,1,1
lncRNA:CR45957,687,0,0,0,1,0,0
CG7370,1410,0,0,1,0,0,0
lncRNA:CR45958,461,0,0,0,0,0,0
eg,2033,0,0,0,0,0,0
CG43895,604,0,0,0,0,0,0
CycH,1065,102,155,120,110,116,97
CG7407,1049,26,46,31,38,24,35
CG7414,2827,641,808,764,1250,1128,1123
CG32448,516,33,55,52,41,41,35
lncRNA:CR43309,918,2,3,0,1,0,1
CG7148,1594,71,88,66,100,128,105
Nopp140,3232,658,939,776,1279,1271,1068
P5CDh1,3026,51,84,47,121,137,90
CG14563,499,0,0,0,0,0,0
mub,12718,577,885,676,839,1064,838
tRNA:Cys-GCA-4-1,72,0,0,0,0,0,0
lncRNA:CR43878,636,2,6,0,13,9,5
lncRNA:CR45959,690,1,11,5,3,7,8
SLC22A,2085,19,25,21,41,43,28
DNApol-eta,3067,107,176,136,224,231,184
CG14562,5378,139,259,183,263,247,241
CR7448,1446,0,1,0,0,0,0
lncRNA:CR45803,1448,0,0,0,0,0,0
CG7458,2166,8,11,8,79,86,67
CR34262,1130,0,0,0,0,0,0
lncRNA:CR45757,326,0,0,1,0,0,1
Chs2,4509,55,93,157,463,390,493
CG7470,4686,35,53,52,365,400,395
Act79B,1619,4,10,7,33,29,18
CG7140,2096,0,1,1,0,0,0
CG43392,318,0,0,0,0,0,0
lncRNA:CR44687,673,0,0,0,0,0,0
Oct-TyrR,3682,4,1,3,5,2,8
CG14561,1310,39,87,59,84,76,57
CG7139,3641,237,400,298,549,587,518
lncRNA:CR43995,252,2,1,0,4,4,4
CG7133,1456,107,162,111,138,170,154
CG7130,701,31,60,36,35,44,53
RpLP0,1328,1139,1211,1054,1505,1333,1333
Sfp79B,233,0,0,0,0,0,0
msopa,648,0,2,0,0,0,1
lncRNA:CR45236,533,0,0,0,0,0,0
olf413,8353,6,14,11,5,7,6
lncRNA:CR45971,1177,0,1,0,0,0,0
lncRNA:CR45972,459,0,1,0,0,0,0
lncRNA:CR45035,302,0,0,0,0,0,1
Rich,4866,218,334,253,281,317,237
Ddx1,2470,171,255,187,210,188,143
CG11523,874,53,108,82,63,70,62
Csp,3081,577,809,615,717,786,648
sisRNA:3,289,8,13,17,9,23,18
Srpk79D,6233,5,15,5,17,14,12
asRNA:CR45960,1580,0,0,0,0,0,1
Hem,3777,522,779,637,631,631,584
IleRS,3899,981,1342,1001,1337,1354,1188
Ten-m,13109,180,289,309,663,897,834
CG32450,821,2,4,5,8,6,6
lncRNA:CR45963,854,2,2,1,7,4,12
lncRNA:CR45962,2587,1,13,19,32,41,34
lncRNA:CR45964,800,0,1,2,4,4,3
lncRNA:CR45965,1411,0,3,0,12,10,4
lncRNA:CR45237,346,0,2,0,0,0,1
lncRNA:CR45966,441,1,0,1,0,0,0
CG11449,1617,0,2,1,2,2,1
laza,2316,18,46,27,84,67,88
CG11438,2458,1,0,0,0,0,1
CG11437,992,0,0,1,0,0,0
CG11426,1882,20,24,11,2,2,1
lncRNA:CR45382,480,2,2,1,0,0,0
CG11425,998,0,2,0,0,0,0
lncRNA:CR45430,773,1,2,0,0,0,0
lncRNA:CR45431,530,0,1,0,0,0,0
CG43312,818,0,2,0,0,0,0
CG43331,853,0,1,0,0,1,0
CG43330,555,0,0,1,0,0,0
CG43329,732,1,1,0,0,0,0
lncRNA:CR45429,802,0,0,1,0,0,0
mir-957,96,0,1,0,0,0,0
CG11404,806,0,1,1,0,0,0
Trxr-2,1794,2,3,2,0,0,0
lncRNA:CR46348,1670,1,2,2,0,0,0
CG14459,5232,11,14,15,3,4,1
ND-B14.5AL,758,0,2,1,0,0,0
lncRNA:CR45967,622,1,1,0,0,0,0
lncRNA:CR45381,590,3,6,3,0,0,0
CG33766,537,4,3,5,0,0,0
CG33767,567,2,4,6,0,0,0
CG33768,528,2,6,1,0,0,0
CG33769,540,4,6,5,0,0,0
CG33770,558,4,8,5,0,0,0
CG33771,537,3,7,5,0,0,0
CG33772,558,4,5,6,0,0,1
lncRNA:CR43270,3560,63,124,70,24,24,13
mir-958,92,0,0,0,0,0,0
CG14457,1557,225,389,336,55,61,40
CG14455,663,7,17,14,0,0,0
CG14456,943,14,22,30,0,1,0
CG14454,855,0,1,1,0,0,0
CG12546,489,0,0,0,0,0,0
CG14453,566,0,0,0,0,0,0
CG14452,483,0,0,0,0,0,0
CG32453,741,0,3,0,0,0,0
CG45116,438,0,1,0,1,0,0
lncRNA:CR46227,864,2,0,1,0,0,1
CG11370,1323,0,1,0,0,0,0
ArfGAP3,2692,341,534,414,556,579,496
CG32452,2216,26,78,76,80,119,72
mael,2152,9,11,15,29,32,17
CG14451,862,2,0,0,1,2,0
CG14450,1506,69,131,106,89,77,57
CG11367,1796,9,11,6,25,25,16
CG32454,1835,1,2,0,4,2,5
CG11241,3450,53,80,68,280,269,250
l(3)04053,2469,49,95,80,116,136,100
asRNA:CR45163,438,0,0,0,0,0,0
CG7369,3790,153,168,162,259,251,193
SPoCk,7863,205,337,232,565,583,460
lncRNA:CR45961,533,0,0,0,1,3,0
CG14448,809,1,2,0,0,1,2
jim,14271,421,758,629,1167,1345,1014
CG45428,516,0,0,1,3,0,1
CG11226,1103,2,1,2,0,0,0
lncRNA:CR45659,1010,0,0,1,0,1,0
tRNA:Leu-CAG-1-8,83,0,0,0,0,0,0
tRNA:Glu-CTC-2-3,72,0,0,0,0,0,0
asRNA:CR43426,2340,0,1,0,0,0,0
CG32462,1243,0,0,0,0,0,0
CG32459,1376,2,1,0,1,1,1
CG13239,704,0,2,1,1,0,0
CG33169,633,10,7,14,23,15,14
CG33170,1168,26,43,25,55,49,56
CG11137,957,54,73,64,84,94,90
Arf79F,2442,981,1200,1004,1156,1091,1049
snoRNA:Me28S-G764,78,3,1,2,2,4,3
asRNA:CR45969,295,1,1,1,5,2,3
CG11109,1503,0,0,0,2,3,0
asRNA:CR45968,1344,0,0,0,0,0,0
Chro,4263,397,650,505,715,774,605
Ssl1,1713,17,28,24,29,26,23
asRNA:CR45970,1141,0,0,0,0,0,0
slif,3140,29,48,30,24,21,21
lncRNA:CR44688,493,3,6,2,0,0,0
lncRNA:CR44689,390,1,1,3,0,1,1
CG11131,1379,5,5,7,0,4,0
BoYb,3559,15,33,29,18,13,8
lncRNA:CR45661,370,1,10,6,1,3,1
CG12768,2633,20,46,22,10,10,4
mir-9388,92,3,0,2,0,0,1
Mes2,2492,527,757,595,921,901,940
CG32461,882,7,8,6,24,23,24
lncRNA:CR45758,739,3,2,1,7,4,1
CG32457,621,0,1,0,2,0,0
nrm,9946,5,9,4,5,12,9
RpL10,1235,795,872,703,1033,891,939
CkIIalpha,2256,462,671,518,672,745,669
CG33217,2227,154,175,120,394,436,384
CR41454,1058,0,0,0,0,0,0
Vps11,2844,169,232,142,249,265,229
asRNA:CR45164,957,0,0,0,0,2,1
CG34031,740,0,1,0,0,6,0
lncRNA:CR43967,245,0,0,0,0,0,0
lncRNA:CR45735,790,0,0,0,0,0,0
nAChRalpha4,6050,21,34,29,13,11,17
alpha-Cat,3487,734,1099,790,946,1113,1010
mir-4942,110,0,0,0,0,0,0
ND-MLRQ,538,185,244,163,201,230,220
AGO3,3182,46,77,44,33,26,27
lncRNA:CR45174,1043,0,2,1,0,0,0
CG17454,1307,118,187,128,178,179,168
CG40298,1161,0,1,0,0,0,0
lncRNA:CR45736,564,0,0,0,0,0,0
CG17698,2560,245,318,182,525,610,570
CG43968,3103,1,2,2,0,2,2
CG40470,2990,123,247,131,1,1,1
lncRNA:CR43941,1352,40,70,48,1,0,0
lncRNA:CR43942,904,38,74,50,0,0,0
lncRNA:CR40053,1361,16,24,10,0,0,0
CG40045,1009,258,328,200,293,347,308
Snap25,2282,40,68,40,1,0,3
lncRNA:CR45159,512,0,0,0,0,0,0
nvd,1722,2,1,0,2,0,0
CR12460,762,1,0,0,0,1,0
mRpS5,1682,219,297,280,245,266,254
CR42722,849,0,0,0,0,0,0
CR42723,810,0,0,0,0,0,0
CR41597,1091,0,0,0,0,0,0
scro,2105,6,8,5,1,0,1
CG40472,460,60,73,80,34,43,41
ND-AGGG,745,77,114,95,93,102,97
Set1,5555,555,758,593,1043,1181,1231
MED21,967,107,142,114,113,98,92
UQCR-11,1613,187,217,168,226,247,215
CR40354,1400,106,180,169,14,15,13
CG45782,1967,386,452,365,2,6,5
CR40450,1692,22,36,33,10,24,13
lncRNA:CR45180,966,6,7,5,0,0,0
FASN3,7395,35,69,44,3,4,5
CG40178,3076,283,358,241,641,625,663
asRNA:CR45182,583,3,2,1,10,3,3
CR41320,724,0,2,0,5,6,7
CG40160,5187,253,342,258,446,452,393
CG41284,1023,0,1,1,0,2,0
CG42598,1158,5,3,1,1,0,0
CG40228,1686,85,97,65,100,120,92
lncRNA:CR45177,440,2,1,0,0,2,1
lncRNA:CR46252,490,0,2,1,0,1,0
lncRNA:CR45181,568,1,1,0,0,0,0
vtd,2527,538,727,516,753,785,761
CR43170,532,5,12,4,11,9,3
RpL15,1018,808,818,635,1058,891,982
snoRNA:Me18S-G1358,68,0,0,0,0,0,0
snoRNA:Me18S-C419,70,2,3,2,5,3,1
Dbp80,2367,371,609,439,630,684,629
lncRNA:CR46250,956,18,30,20,42,58,49
eIF4B,1922,109,140,98,165,183,168
CR14578,927,0,1,1,0,0,0
CG17514,8403,1619,2206,1697,3871,4313,4118
DIP-lambda,2461,5,3,3,0,0,0
CG46302,707,1,0,0,1,0,0
CG40498,3416,4,3,1,4,6,5
lncRNA:CR41257,461,0,0,0,0,0,0
rl,7591,427,596,422,601,660,641
CR42653,1396,3,1,0,0,5,2
CR40190,1791,23,35,33,87,106,113
CG40191,3281,282,403,294,503,565,544
Yeti,1576,253,356,243,330,365,340
lncRNA:CR44042,1001,2,7,5,8,17,10
l(2)41Ab,2971,83,126,92,51,62,54
lncRNA:CR44043,2481,22,44,37,14,25,20
Maf1,4606,350,401,279,422,428,364
CG17691,1394,312,479,347,566,616,569
CR40068,414,0,0,0,4,10,2
CG41520,3074,10,20,6,72,65,56
CR41379,479,0,0,0,0,0,0
CG17684,3398,8,14,6,1,1,0
CR40100,394,1,4,0,0,1,1
MFS17,3406,436,514,366,842,862,773
mir-2279,113,7,5,9,5,7,3
CG41378,859,131,173,119,165,179,178
Scp1,1226,4,15,6,4,0,3
dpr21,993,5,11,4,6,5,5
CR41243,1307,0,0,0,1,0,1
CG41242,483,0,1,1,1,0,0
CR45227,1272,0,0,0,0,0,0
CR41501,1512,10,9,8,1,1,4
CR40461,391,1,4,1,2,3,2
RYa,420,0,2,0,1,0,0
uex,4520,783,933,721,1051,1190,1112
asRNA:CR45139,1868,0,0,0,0,0,0
Haspin,1815,175,227,166,351,417,359
CG17683,2454,221,378,264,324,379,325
RNASEK,1160,149,181,90,163,165,152
IntS3,3382,538,714,475,706,729,622
Gprk1,2519,475,632,515,620,721,727
lncRNA:CR44100,332,0,0,0,1,1,1
RpL38,1013,380,419,294,495,432,464
Stlk,1878,202,288,172,252,280,229
p120ctn,2685,580,712,494,762,794,670
CG17486,1804,97,163,95,282,297,293
lncRNA:dntRL,1364,10,13,14,6,3,4
CG17883,1680,247,310,192,397,374,397
Nipped-B,6711,1739,2499,1876,1821,2134,2016
CR40282,803,0,0,0,0,0,0
lncRNA:CR45471,864,0,0,0,0,0,0
CR41440,531,0,0,0,1,0,0
conu,2596,308,384,320,564,606,521
CR43281,1265,10,11,10,4,4,3
lncRNA:CR46064,2473,27,47,29,109,104,90
CG12547,2877,312,436,232,559,545,477
CG17528,4686,460,631,462,518,566,449
CG14464,1289,241,261,163,242,236,233
CG44102,934,7,15,8,4,2,3
Ir41a,2345,8,9,10,7,14,11
lncRNA:CR44105,801,0,0,0,0,0,0
TpnC41C,1880,1,2,1,4,11,4
CR43360,548,0,0,1,2,1,0
CG3107,4128,520,718,431,991,1066,861
gus,2252,398,550,381,558,563,530
lncRNA:CR43256,586,6,11,1,10,19,6
Atf6,4085,522,816,541,635,736,639
Nipped-A,11519,1418,1999,1500,2852,3306,3168
lncRNA:CR41443,1351,0,2,0,0,2,0
d4,2409,201,305,249,348,364,290
sxc,3678,1113,1517,1132,993,1047,969
CG10465,1241,178,250,163,261,291,258
CG10395,1438,86,143,66,119,115,85
IFT20,406,3,4,2,4,4,6
COX4L,730,3,11,3,5,3,0
CG10417,2538,789,1080,857,789,826,774
lncRNA:CR42646,2652,5,15,3,10,5,5
stw,6490,64,86,56,83,70,70
CG30440,3443,23,29,12,1,2,3
Ugt50B3,3316,1,7,4,0,2,2
TpnC4,849,1,3,2,0,0,0
Fis1,928,183,265,174,229,269,248
CG17508,1733,510,674,482,766,719,722
hrm,3393,335,462,372,490,442,361
CG1344,3051,260,405,282,415,434,364
Not3,3919,650,1109,924,1070,1253,1035
lncRNA:CR45472,707,2,5,3,1,0,0
CG8245,1316,2,2,2,0,0,0
kune,1060,25,42,27,85,80,55
scaf,3462,14,14,14,2,1,2
Cndp2,1661,277,448,328,468,483,404
vlc,2818,192,302,216,291,330,273
ap,4320,7,16,17,13,13,19
l(2)09851,1811,201,275,246,324,331,259
CG34200,321,46,57,51,67,89,86
CG7791,2226,331,448,357,264,276,231
Gp210,7801,1085,1472,1114,1356,1468,1307
scaRNA:PsiU2-35.45,140,14,13,6,16,12,18
ZnT41F,2461,180,247,164,359,359,310
Or42a,1280,0,2,0,0,3,1
Tsp42A,1201,0,1,0,1,1,2
Or42b,1200,0,0,0,0,0,0
dpr12,4704,3,2,4,0,0,0
CG44438,1075,0,0,0,0,0,0
lncRNA:CR44125,1602,0,0,0,0,0,0
