source,term_id,term_name,p_value,intersection_size,intersection
GO:BP,GO:0001667,ameboidal-type cell migration,0.01928832634220643,21,"ths,dysf,bbg,Sema2b,InR,bnl,rols,Mtl,Rac2,18w,Gli,pyr,slbo,hh,upd1,shd,ptc,if,smog,htl,salm"
GO:BP,GO:0030855,epithelial cell differentiation,0.0201782345849025,36,"bbg,toc,InR,S,fry,Fas3,Nost,rols,Traf4,Mtl,tkv,Rac2,18w,Gli,sc,spn-E,ush,slbo,loco,hh,pk,vas,upd1,dimm,CG15721,grh,Tsp2A,bark,shd,ptc,if,ovo,rhi,smog,sn,fs(1)N"
GO:BP,GO:0035107,appendage morphogenesis,0.021792539765885226,31,"dysf,bbg,S,fry,Nost,Fhos,cv-2,Mtl,upd3,tkv,jumu,Gli,sog,RhoGEF64C,hth,nub,hh,pk,net,upd1,rho,Duox,Pura,AdamTS-B,bi,ltl,ptc,if,ovo,sn,salm"
GO:BP,GO:0030334,regulation of cell migration,0.02190838489462501,12,"ths,Sema2b,unc-5,InR,bnl,Fhos,Gli,slbo,hh,Lrt,ptc,htl"
GO:BP,GO:0048646,anatomical structure formation involved in morphogenesis,0.023581094122230913,44,"ths,spz,kon,unc-5,Mmp2,InR,S,bnl,cnn,Nost,rols,NetB,bt,CLIP-190,Traf4,tkv,Rac2,trbl,Ldh,Zasp52,18w,sog,hth,spn-E,pyr,sls,sna,hh,vas,rst,kirre,CG15721,Inx2,rho,mspo,blanks,piwi,Kr,if,bru1,rhi,htl,fs(1)N,salm"
GO:BP,GO:0099536,synaptic signaling,0.023581094122230913,30,"dysc,Arc1,Slob,cac,tkv,Syt4,Gli,Nrx-1,Snap25,Ekar,atilla,Ten-a,qvr,5-HT7,NtR,Rbp,CG14275,CG10339,Syn,Ank2,nemy,CG7781,Sytalpha,CG32447,nAChRalpha4,Frq1,Alk,CG3526,X11Lbeta,mGluR"
GO:BP,GO:0060211,regulation of nuclear-transcribed mRNA poly(A) tail shortening,0.02405925649018321,4,"spn-E,CG13928,AGO3,piwi"
GO:BP,GO:0016331,morphogenesis of embryonic epithelium,0.02405925649018321,15,"Mmp2,Traf4,Mtl,Col4a1,tkv,Rac2,jumu,Tak1,ush,sdt,Lac,Inx2,rho,scaf,shd"
GO:BP,GO:0035120,post-embryonic appendage morphogenesis,0.02405925649018321,30,"dysf,bbg,S,fry,Nost,Fhos,cv-2,Mtl,upd3,tkv,jumu,Gli,sog,RhoGEF64C,hth,hh,pk,net,upd1,rho,Duox,Pura,AdamTS-B,bi,ltl,ptc,if,ovo,sn,salm"
GO:BP,GO:0060213,positive regulation of nuclear-transcribed mRNA poly(A) tail shortening,0.02405925649018321,4,"spn-E,CG13928,AGO3,piwi"
GO:BP,GO:0045165,cell fate commitment,0.02405925649018321,30,"ths,Mmp2,S,cnn,Traf4,tkv,sc,hth,spn-E,ush,pyr,slbo,loco,nub,sna,hh,rho,grh,dpn,org-1,tll,piwi,Kr,bi,ftz,ptc,grn,melt,htl,salm"
GO:BP,GO:0007423,sensory organ development,0.024422479122394508,40,"dysc,tinc,S,bnl,fry,tau,NetB,Traf4,Mtl,tkv,jumu,Tak1,Syn2,RhoGAP100F,sc,rdo,hth,ush,futsch,sna,hh,pk,rst,kirre,upd1,rho,sano,grh,dpn,CadN2,tll,Kr,bi,ptc,ave,Alk,melt,tutl,sn,salm"
GO:BP,GO:0002165,instar larval or pupal development,0.024422479122394508,45,"dysf,bbg,drpr,Mmp2,S,fry,bab2,Ptp52F,Nost,Fhos,cv-2,Myo61F,Traf4,Mtl,upd3,tkv,jumu,Tak1,Gli,sog,RhoGEF64C,hth,stg,hh,pk,Gld,net,upd1,rho,Duox,scaf,sqa,Pura,Hr4,AdamTS-B,bi,ltl,shd,ptc,if,ovo,sn,salm,spok,AstA"
GO:BP,GO:0048749,compound eye development,0.024422479122394508,33,"dysc,S,bnl,fry,tau,NetB,Mtl,tkv,jumu,Tak1,Syn2,RhoGAP100F,hth,ush,futsch,sna,hh,pk,rst,kirre,upd1,rho,sano,grh,dpn,CadN2,Kr,bi,ave,Alk,melt,tutl,salm"
GO:BP,GO:0007268,chemical synaptic transmission,0.025144303843789927,29,"dysc,Arc1,Slob,cac,tkv,Syt4,Gli,Nrx-1,Snap25,Ekar,atilla,Ten-a,qvr,5-HT7,NtR,Rbp,CG14275,CG10339,Syn,Ank2,nemy,CG7781,Sytalpha,CG32447,nAChRalpha4,Frq1,Alk,X11Lbeta,mGluR"
GO:BP,GO:0061041,regulation of wound healing,0.025144303843789927,5,"InR,Mtl,Rac2,grh,Cad96Ca"
GO:BP,GO:0007538,primary sex determination,0.025144303843789927,5,"sc,upd1,dpn,ovo,otu"
GO:BP,GO:0098916,anterograde trans-synaptic signaling,0.025144303843789927,29,"dysc,Arc1,Slob,cac,tkv,Syt4,Gli,Nrx-1,Snap25,Ekar,atilla,Ten-a,qvr,5-HT7,NtR,Rbp,CG14275,CG10339,Syn,Ank2,nemy,CG7781,Sytalpha,CG32447,nAChRalpha4,Frq1,Alk,X11Lbeta,mGluR"
GO:BP,GO:0007540,"sex determination, establishment of X:A ratio",0.02618533558911538,3,"sc,upd1,dpn"
GO:BP,GO:0072002,Malpighian tubule development,0.026326557049235217,10,"S,rols,tkv,vkg,sog,sc,hth,sna,rho,Kr"
GO:BP,GO:0061326,renal tubule development,0.026326557049235217,10,"S,rols,tkv,vkg,sog,sc,hth,sna,rho,Kr"
GO:BP,GO:0099537,trans-synaptic signaling,0.02645729407288045,29,"dysc,Arc1,Slob,cac,tkv,Syt4,Gli,Nrx-1,Snap25,Ekar,atilla,Ten-a,qvr,5-HT7,NtR,Rbp,CG14275,CG10339,Syn,Ank2,nemy,CG7781,Sytalpha,CG32447,nAChRalpha4,Frq1,Alk,X11Lbeta,mGluR"
GO:BP,GO:0048565,digestive tract development,0.02645729407288045,14,"S,cnn,Col4a1,vkg,wb,sna,hh,upd1,Inx2,rho,Kr,shd,if,Alk"
GO:BP,GO:0051050,positive regulation of transport,0.02645729407288045,17,"dysc,drpr,S,cac,Syt4,unc-104,hh,Nrx-1,sdt,atilla,upd1,dimm,qvr,CG14275,Glut1,rempA,CG7781"
GO:BP,GO:0048736,appendage development,0.02645729407288045,31,"dysf,bbg,S,fry,Nost,Fhos,cv-2,Mtl,upd3,tkv,jumu,Gli,sog,RhoGEF64C,hth,nub,hh,pk,net,upd1,rho,Duox,Pura,AdamTS-B,bi,ltl,ptc,if,ovo,sn,salm"
GO:BP,GO:0055123,digestive system development,0.02645729407288045,14,"S,cnn,Col4a1,vkg,wb,sna,hh,upd1,Inx2,rho,Kr,shd,if,Alk"
GO:BP,GO:2000145,regulation of cell motility,0.027544415674974905,12,"ths,Sema2b,unc-5,InR,bnl,Fhos,Gli,slbo,hh,Lrt,ptc,htl"
GO:BP,GO:0007165,signal transduction,0.027544415674974905,111,"ths,spz,Sema2b,ImpL2,Ac3,unc-5,Cul2,Mmp2,InR,Swim,bnl,kek1,CG42450,cv-2,Traf4,cac,Mtl,upd3,Col4a1,tkv,Rac2,trbl,CG42541,Tak1,18w,Hydr2,Rab32,RhoGAP100F,sog,RhoGEF64C,pyr,loco,Pli,Rab9,hh,sphinx1,sff,pk,sphinx2,Lrt,Ekar,CG34357,Or19b,Or56a,upd1,Gr64a,CG10738,Inx2,Tollo,Eip63F-1,rho,PGRP-SD,SPR,qvr,shakB,CG30440,smal,5-HT7,NtR,Duox,CNMaR,grh,CG11426,Ilp6,Gr64f,Rh2,Hr38,zyd,Ddr,Reck,Ank2,Ac78C,rempA,sqa,Pura,Hr4,AdamTS-B,Hr3,tll,nec,Nplp1,Pp1-13C,CG32447,Cad96Ca,grnd,ltl,Octalpha2R,ptc,if,nAChRalpha4,ave,Pkcdelta,Alk,melt,otu,smog,CCHa2,Pde1c,pen-2,CG9962,Listericin,htl,fs(1)N,CG43795,RabX2,Lst,mGluR,AstA,Nox,Toll-9,Gr94a"
GO:BP,GO:0051049,regulation of transport,0.027851614135691722,29,"dysc,drpr,InR,S,Slob,cac,Syt4,Shawl,unc-104,hh,Nrx-1,sdt,atilla,upd1,dimm,tipE,rho,qvr,CG14275,Ca-Ma2d,Irk1,Glut1,rempA,nemy,CG7781,Sytalpha,Frq1,RabX2,Lst"
GO:BP,GO:0007610,behavior,0.02973957669719086,47,"dysc,Ac3,drpr,CG10433,InR,twz,S,cac,hdly,Rac2,Cyp6a17,unc-104,Mocs1,Ir40a,futsch,Nrx-1,Ekar,upd1,na,Gr64a,tipE,Drip,rho,SPR,AcCoAS,qvr,shakB,5-HT7,dpn,Irk1,Syn,Pzl,Ank2,nemy,Pura,tll,CG4476,MCU,ovo,y,dpr9,Alk,acj6,tutl,Pde1c,mGluR,Gr94a"
GO:BP,GO:0010646,regulation of cell communication,0.02973957669719086,66,"spz,dysc,ImpL2,Arc1,Cul2,Mmp2,InR,Swim,bnl,kek1,CG42450,cv-2,Slob,Traf4,cac,tkv,Syt4,trbl,Tak1,Gli,sog,RhoGEF64C,unc-104,loco,Pli,sphinx1,sphinx2,Nrx-1,Snap25,Ekar,atilla,dimm,rho,PGRP-SD,qvr,CG30440,CG14275,CG10339,Glut1,Reck,Ank2,rempA,sqa,nemy,CG7781,Pura,Hr4,AdamTS-B,nec,Nplp1,Pp1-13C,CG32447,Cad96Ca,grnd,ltl,ptc,Frq1,ave,Alk,melt,otu,CG9962,Listericin,Lst,mGluR,Nox"
GO:BP,GO:0023051,regulation of signaling,0.02973957669719086,66,"spz,dysc,ImpL2,Arc1,Cul2,Mmp2,InR,Swim,bnl,kek1,CG42450,cv-2,Slob,Traf4,cac,tkv,Syt4,trbl,Tak1,Gli,sog,RhoGEF64C,unc-104,loco,Pli,sphinx1,sphinx2,Nrx-1,Snap25,Ekar,atilla,dimm,rho,PGRP-SD,qvr,CG30440,CG14275,CG10339,Glut1,Reck,Ank2,rempA,sqa,nemy,CG7781,Pura,Hr4,AdamTS-B,nec,Nplp1,Pp1-13C,CG32447,Cad96Ca,grnd,ltl,ptc,Frq1,ave,Alk,melt,otu,CG9962,Listericin,Lst,mGluR,Nox"
GO:BP,GO:0042692,muscle cell differentiation,0.03016963918106148,15,"kon,InR,rols,bt,Col4a1,Rac2,Ldh,Zasp52,sls,rst,kirre,mspo,if,bru1,htl"
GO:BP,GO:0035114,imaginal disc-derived appendage morphogenesis,0.030302125627015848,30,"dysf,bbg,S,fry,Nost,Fhos,cv-2,Mtl,upd3,tkv,jumu,Gli,sog,RhoGEF64C,hth,hh,pk,net,upd1,rho,Duox,Pura,AdamTS-B,bi,ltl,ptc,if,ovo,sn,salm"
GO:BP,GO:0071805,potassium ion transmembrane transport,0.030302125627015848,10,"Ncc69,Shawl,NKCC,atilla,CG1090,qvr,CG14275,Irk1,zyd,CG7781"
GO:BP,GO:0010810,regulation of cell-substrate adhesion,0.030302125627015848,4,"Sema2b,Fhos,Zasp52,Ddr"
GO:BP,GO:0007419,ventral cord development,0.03143468902487241,11,"Mmp2,18w,sc,loco,nub,dimm,grh,Kr,if,nolo,htl"
GO:BP,GO:0065007,biological regulation,0.032012950791848356,272,"ths,spz,kon,dysf,dysc,Sema2b,ImpL2,Ac3,bru3,Arc1,unc-5,CG5830,drpr,tinc,Cul2,CG10433,Mmp2,InR,Swim,S,bnl,kek1,cnn,MED20,CG42450,fry,cd,bab2,plum,Nost,tau,Fhos,cv-2,Slob,NetB,CG2064,Traf4,cac,Mtl,upd3,Col4a1,tkv,hdly,Rac2,Syt4,rho-4,trbl,Men,jumu,Zasp52,CG4751,CG42541,CG10947,Tak1,18w,Hydr2,Syn2,Rab32,wb,RhoGAP100F,LeuRS-m,obe,Gli,Ncc69,CG30496,sog,qin,Spn77Ba,sc,RhoGEF64C,Shawl,NKCC,Spn77Bb,rdo,TAF1C-like,hth,spn-E,onecut,Lnpk,CG42795,unc-104,stg,Sox21b,ush,pyr,slbo,loco,Spn77Bc,Pli,sls,nub,Rab9,futsch,sna,Ku80,hh,sphinx1,nht,sff,pk,sphinx2,Nrx-1,Claspin,Lrt,Snap25,Ekar,CG34357,Rev7,sdt,atilla,CG17739,Naam,vas,net,Or19b,rst,kirre,Or56a,upd1,dimm,na,Gr64a,CG10738,Lac,tipE,DNAlig4,CG1090,CG42390,Drip,Inx2,Tollo,Eip63F-1,rho,CG32971,l(2)01289,PGRP-SD,SPR,E(spl)m7-HLH,Ten-a,qvr,shakB,mspo,sano,Archease,CG30440,smal,ver,CG13928,5-HT7,NtR,Duox,CG14275,CG13284,CNMaR,Sgf11,Ca-Ma2d,wus,grh,Hsp67Bc,CG11426,dpn,moon,Fili,Irk1,CG2955,Ilp6,Gr64f,CG2065,CG10339,CG3448,CG12768,Hsc20,NLaz,Cdlc2,Syn,Rh2,Hr38,Glut1,zyd,scaf,Ddr,Reck,dpr11,Pzl,AGO3,pdm3,Ank2,Ac78C,rempA,sqa,nemy,CG4744,CG7781,org-1,Sytalpha,Pura,blanks,Hr4,AdamTS-B,IRSp53,Hr3,tll,nec,Nplp1,piwi,Pp1-13C,bark,CG3328,CG32447,Cad96Ca,CG7194,Kr,grnd,bi,Fur1,ltl,Octalpha2R,ftz,MCU,Cad86C,shd,Naa40,ptc,if,CG15262,ovo,nAChRalpha4,Frq1,y,grn,ave,Pkcdelta,CG34276,mms4,CG13712,bru1,Alk,melt,hng3,rhi,acj6,otu,CG14036,Mipp1,smog,CCHa2,tutl,CG32812,Pde1c,CG34383,pen-2,CG9962,BoYb,CG15306,scro,Listericin,htl,fs(1)N,CG13711,CG43795,Elo68alpha,salm,RabX2,APC7,Lst,spok,mGluR,chinmo,AstA,Nox,Toll-9,Gr94a"
GO:BP,GO:0050793,regulation of developmental process,0.0345521276040346,53,"dysc,Sema2b,ImpL2,CG5830,tinc,Cul2,InR,fry,bab2,plum,Fhos,cac,Mtl,tkv,Rac2,trbl,Tak1,Syn2,sc,hth,unc-104,ush,pyr,sls,nub,futsch,hh,pk,rst,kirre,upd1,PGRP-SD,E(spl)m7-HLH,mspo,Archease,grh,dpn,Ilp6,scaf,Ank2,Hr4,Hr3,Kr,Cad86C,ovo,bru1,Alk,otu,smog,tutl,CG34383,htl,salm"
GO:BP,GO:0007166,cell surface receptor signaling pathway,0.035176093871779904,58,"ths,spz,Sema2b,ImpL2,unc-5,Cul2,Mmp2,InR,Swim,bnl,kek1,cv-2,Traf4,upd3,Col4a1,tkv,Rac2,trbl,Tak1,sog,pyr,Pli,hh,sphinx1,pk,sphinx2,Lrt,Ekar,CG34357,upd1,CG10738,rho,qvr,smal,Duox,grh,Ilp6,Ddr,Reck,rempA,AdamTS-B,nec,Pp1-13C,CG32447,Cad96Ca,grnd,ltl,ptc,if,nAChRalpha4,ave,Alk,melt,pen-2,CG9962,htl,fs(1)N,mGluR"
GO:BP,GO:0070593,dendrite self-avoidance,0.03704424589295733,5,"Sema2b,ImpL2,fry,Dscam3,tutl"
GO:BP,GO:0065008,regulation of biological quality,0.03704424589295733,93,"dysc,Sema2b,ImpL2,Arc1,drpr,Cul2,CG10433,InR,S,plum,Fhos,Slob,CG2064,cac,Mtl,upd3,Col4a1,tkv,hdly,Rac2,Syt4,rho-4,trbl,Syn2,Rab32,wb,LeuRS-m,Gli,Ncc69,NKCC,unc-104,stg,ush,futsch,Ku80,pk,Nrx-1,Snap25,Ekar,upd1,dimm,CG10738,Lac,DNAlig4,CG1090,Drip,rho,l(2)01289,SPR,Ten-a,qvr,shakB,sano,ver,NtR,wus,grh,Irk1,CG2065,NLaz,Syn,Glut1,zyd,scaf,dpr11,Pzl,Ank2,sqa,nemy,Sytalpha,IRSp53,bark,Cad96Ca,CG7194,Fur1,MCU,Cad86C,shd,ptc,if,ovo,nAChRalpha4,Frq1,bru1,Alk,CG14036,htl,Elo68alpha,Lst,spok,chinmo,AstA,Nox"
GO:BP,GO:0007476,imaginal disc-derived wing morphogenesis,0.03807247220731074,26,"bbg,S,fry,Nost,Fhos,cv-2,Mtl,upd3,tkv,jumu,Gli,sog,hth,hh,pk,net,upd1,rho,Duox,AdamTS-B,bi,ltl,ptc,if,sn,salm"
GO:BP,GO:0048589,developmental growth,0.03841031341829854,32,"dysc,Sema2b,Cul2,InR,plum,cac,Mtl,tkv,Rac2,trbl,18w,Syn2,RhoGAP100F,rdo,unc-104,futsch,hh,pk,Nrx-1,upd1,Tollo,Ten-a,CadN2,Ilp6,NijA,Syn,scaf,Ank2,Hr4,bi,shd,htl"
GO:BP,GO:0051270,regulation of cellular component movement,0.03841031341829854,14,"ths,Sema2b,unc-5,InR,bnl,Fhos,NetB,Gli,slbo,hh,pk,Lrt,ptc,htl"
GO:BP,GO:0048737,imaginal disc-derived appendage development,0.0385803862786346,30,"dysf,bbg,S,fry,Nost,Fhos,cv-2,Mtl,upd3,tkv,jumu,Gli,sog,RhoGEF64C,hth,hh,pk,net,upd1,rho,Duox,Pura,AdamTS-B,bi,ltl,ptc,if,ovo,sn,salm"
GO:BP,GO:1903530,regulation of secretion by cell,0.03923295505053556,12,"InR,S,cac,Syt4,unc-104,dimm,Glut1,nemy,Sytalpha,Frq1,RabX2,Lst"
GO:BP,GO:0016486,peptide hormone processing,0.040480660314341714,4,"S,rho-4,rho,Fur1"
GO:BP,GO:0038004,epidermal growth factor receptor ligand maturation,0.040939543905099886,3,"S,rho-4,rho"
GO:BP,GO:0061028,establishment of endothelial barrier,0.040939543905099886,3,"loco,Tsp2A,bark"
GO:BP,GO:0006813,potassium ion transport,0.042824375526931524,10,"Ncc69,Shawl,NKCC,atilla,CG1090,qvr,CG14275,Irk1,zyd,CG7781"
GO:BP,GO:0002227,innate immune response in mucosa,0.04285805299852553,2,"bbg,Tollo"
GO:BP,GO:1903977,positive regulation of glial cell migration,0.04285805299852553,2,"ths,htl"
GO:BP,GO:0008284,positive regulation of cell population proliferation,0.04285805299852553,12,"InR,bnl,upd3,hth,stg,pyr,hh,CG10738,dpn,Ddr,Cad96Ca,htl"
GO:BP,GO:0008078,mesodermal cell migration,0.04285805299852553,5,"ths,Mtl,Rac2,pyr,htl"
GO:BP,GO:1903975,regulation of glial cell migration,0.04285805299852553,2,"ths,htl"
GO:BP,GO:0090557,establishment of endothelial intestinal barrier,0.04285805299852553,2,"Tsp2A,bark"
GO:BP,GO:0042554,superoxide anion generation,0.04285805299852553,2,"Duox,Nox"
GO:BP,GO:0042221,response to chemical,0.04285805299852553,86,"ths,spz,dysc,Sema2b,ImpL2,unc-5,MRP,Cul2,Mmp2,InR,S,bnl,cd,Fas3,Ptp52F,cv-2,NetB,GstD5,Traf4,tkv,Rac2,Syt4,trbl,uzip,CG13506,side,Tak1,Hydr2,wb,RhoGAP100F,sog,RhoGEF64C,Fas1,unc-104,pyr,Ir40a,futsch,Ku80,hh,pk,Lrt,Cyp6d2,Or19b,Or56a,na,Gr64a,GstD2,rho,PGRP-SD,AcCoAS,Ten-a,CG34353,5-HT7,FASN2,Duox,GstD4,grh,CadN2,Ilp6,Gr64f,NLaz,Syn,Hr38,dpr11,pdm3,Ac78C,Sytalpha,Hr4,Kr,grnd,ltl,GstD6,ptc,if,grn,Dscam3,dpr9,Ir94b,Alk,melt,acj6,tutl,htl,RabX2,Lst,Gr94a"
GO:BP,GO:0007389,pattern specification process,0.04285805299852553,40,"spz,dysf,unc-5,drpr,S,cv-2,NetB,Myo61F,tkv,Tak1,Gli,sog,hth,spn-E,loco,nub,hh,pk,vas,net,upd1,gammaTub37C,rho,E(spl)m7-HLH,l(2)41Ab,dpn,CadN2,sqa,AdamTS-B,tll,Kr,bi,ltl,ftz,ptc,ovo,rhi,sn,fs(1)N,salm"
GO:BP,GO:0048608,reproductive structure development,0.04285805299852553,11,"InR,bab2,Myo61F,Col4a1,wb,hh,scaf,ftz,ptc,htl,salm"
GO:BP,GO:0061458,reproductive system development,0.04285805299852553,11,"InR,bab2,Myo61F,Col4a1,wb,hh,scaf,ftz,ptc,htl,salm"
GO:BP,GO:0090528,smooth septate junction assembly,0.04285805299852553,2,"mesh,Tsp2A"
GO:BP,GO:0035231,cytoneme assembly,0.04285805299852553,2,"bnl,hh"
GO:BP,GO:0007196,adenylate cyclase-inhibiting G protein-coupled glutamate receptor signaling pathway,0.04285805299852553,2,"CG32447,mGluR"
GO:BP,GO:0051451,myoblast migration,0.04285805299852553,2,"ths,pyr"
GO:BP,GO:0003399,cytoneme morphogenesis,0.04285805299852553,2,"bnl,hh"
GO:BP,GO:0000289,nuclear-transcribed mRNA poly(A) tail shortening,0.04285805299852553,5,"spn-E,CG13928,AGO3,piwi,CG15262"
GO:BP,GO:0106091,glial cell projection elongation,0.04285805299852553,2,"ths,htl"
GO:BP,GO:0007416,synapse assembly,0.04300119176396228,18,"dysc,Cul2,plum,cac,tkv,Syn2,RhoGAP100F,Gli,unc-104,lbm,futsch,Nrx-1,Ten-a,CG10339,Syn,Ank2,mtg,htl"
GO:BP,GO:0120192,tight junction assembly,0.043035412131889626,7,"Gli,mesh,loco,sdt,Lac,Tsp2A,bark"
GO:BP,GO:0120193,tight junction organization,0.043035412131889626,7,"Gli,mesh,loco,sdt,Lac,Tsp2A,bark"
GO:BP,GO:0007444,imaginal disc development,0.04410075059722933,44,"dysf,bbg,drpr,Mmp2,InR,S,bnl,fry,bab2,Nost,Fhos,cv-2,Myo61F,Traf4,Mtl,upd3,tkv,jumu,Tak1,Gli,sog,RhoGEF64C,rdo,hth,stg,hh,pk,net,upd1,rho,Duox,Irk1,scaf,sqa,Pura,AdamTS-B,bi,ltl,ptc,if,ovo,sn,salm,chinmo"
GO:BP,GO:0034762,regulation of transmembrane transport,0.04447318760768048,9,"dysc,cac,Shawl,atilla,qvr,CG14275,Ca-Ma2d,Irk1,CG7781"
GO:BP,GO:0034765,regulation of ion transmembrane transport,0.04447318760768048,9,"dysc,cac,Shawl,atilla,qvr,CG14275,Ca-Ma2d,Irk1,CG7781"
GO:BP,GO:0035215,genital disc development,0.045042982444878664,8,"S,bnl,Myo61F,tkv,hh,rho,scaf,ptc"
GO:BP,GO:0046530,photoreceptor cell differentiation,0.04595212529479599,21,"dysc,tinc,S,cnn,fry,tau,tkv,Syn2,RhoGAP100F,hth,hh,sdt,rho,grh,dpn,CadN2,ave,Alk,melt,tutl,salm"
GO:BP,GO:0051046,regulation of secretion,0.04695635724646048,12,"InR,S,cac,Syt4,unc-104,dimm,Glut1,nemy,Sytalpha,Frq1,RabX2,Lst"
GO:BP,GO:0140448,signaling receptor ligand precursor processing,0.046967610490510514,4,"S,rho-4,rho,Fur1"
GO:BP,GO:0061014,positive regulation of mRNA catabolic process,0.046967610490510514,4,"spn-E,CG13928,AGO3,piwi"
GO:BP,GO:0046883,regulation of hormone secretion,0.04715670824105505,5,"InR,unc-104,dimm,Glut1,Lst"
GO:BP,GO:1903034,regulation of response to wounding,0.04715670824105505,6,"InR,Mtl,Rac2,Archease,grh,Cad96Ca"
GO:BP,GO:0007390,germ-band shortening,0.04715670824105505,5,"InR,Mtl,Rac2,ush,scaf"
GO:BP,GO:0001745,compound eye morphogenesis,0.04733553027637185,27,"dysc,S,bnl,fry,tau,Mtl,tkv,Tak1,Syn2,RhoGAP100F,hth,hh,pk,rst,kirre,upd1,rho,sano,grh,dpn,CadN2,bi,ave,Alk,melt,tutl,salm"
GO:BP,GO:0001894,tissue homeostasis,0.04733553027637185,9,"upd3,Col4a1,wb,ush,upd1,Lac,rho,sqa,if"
GO:BP,GO:0043062,extracellular structure organization,0.04733936241038684,11,"Mmp2,Col4a1,vkg,Fas1,CG15080,wus,Ddr,Reck,AdamTS-B,nolo,fs(1)N"
GO:BP,GO:0003008,system process,0.04749574021993637,51,"dysc,Arc1,MRP,S,Fhos,bt,cac,upd3,Col4a1,dpr6,loco,Ir40a,futsch,Nrx-1,Mec2,Or19b,kirre,Or56a,upd1,na,Gr64a,drd,Drip,CG8086,qvr,NtR,Gr64f,dpr17,Syn,Rh2,dpr11,pdm3,Ank2,Ac78C,rempA,nemy,Obp18a,dpr15,MCU,if,nAChRalpha4,ave,dpr9,bru1,Alk,acj6,salm,dpr13,mGluR,Nox,Gr94a"
GO:BP,GO:0040007,growth,0.0481295991010486,36,"spz,dysc,Sema2b,drpr,Cul2,InR,plum,cac,Mtl,tkv,Rac2,trbl,18w,Syn2,RhoGAP100F,sog,rdo,unc-104,futsch,hh,pk,Nrx-1,upd1,Tollo,Ten-a,CadN2,Ilp6,NijA,Syn,scaf,Ank2,Hr4,bi,shd,Alk,htl"
GO:BP,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,0.0481295991010486,21,"ths,ImpL2,Mmp2,InR,bnl,kek1,Col4a1,trbl,pyr,rho,smal,grh,Ilp6,Ddr,AdamTS-B,Cad96Ca,ave,Alk,melt,htl,fs(1)N"
GO:BP,GO:0044070,regulation of anion transport,0.048133868990573446,12,"InR,S,Syt4,unc-104,sdt,upd1,dimm,rho,Glut1,rempA,Sytalpha,Lst"
GO:BP,GO:0055085,transmembrane transport,0.04861276754729346,60,"dysc,MRP,rdog,cac,CG33181,Ncc69,Shawl,NKCC,Ir40a,NaPi-III,CG7888,CG8051,CG6231,Ekar,CG9270,Prip,atilla,blot,na,CG34120,CG3036,tipE,CG3156,CG1090,Drip,Inx2,CG4797,qvr,shakB,sbm,NtR,CG9657,CG14275,Ca-Ma2d,CG14439,CG4607,Irk1,CG18605,Glut1,CG43672,zyd,Gat,Pzl,CG7781,CG9864,CG2187,CG4476,CG4562,MCU,CG32081,ATPsynepsilonL,CG15096,CG3168,nAChRalpha4,Ir94b,CG42825,CG14605,Cyt-c1L,CG12194,CG1358"
GO:CC,GO:0071944,cell periphery,1.8346216337771798e-19,174,"dysc,ImpL2,Ac3,unc-5,MRP,CG5830,drpr,toc,Mmp2,Tsp29Fb,InR,Swim,S,kek1,fry,Fas3,plum,Ptp52F,rols,Slob,CG45263,Myo61F,bt,Traf4,cac,Mtl,tkv,CG33181,Rac2,Syt4,rho-4,dpr6,trbl,uzip,Zasp52,CG42541,CG13506,18w,Hydr2,Syn2,RhoGAP100F,Gli,Ncc69,sog,mesh,RhoGEF64C,Shawl,Fas1,fax,loco,Ir40a,NaPi-III,lbm,Pli,hh,pk,CAH2,Nrx-1,Lrt,Snap25,Ekar,CG34357,Prip,sdt,atilla,blot,Mec2,vas,Or19b,rst,kirre,Or56a,Gr64a,CG10738,CG3036,Lac,CG15721,kek2,tipE,CG1090,Drip,Inx2,Tollo,CG4797,Eip63F-1,kek4,Tsp74F,SPR,Ten-a,qvr,shakB,sano,CG17636,sbm,CG34353,5-HT7,NtR,Rbp,Duox,CG14275,Ca-Ma2d,wus,CG11426,Gfrl,CadN2,CG4607,Irk1,Gr64f,CG10339,dpr17,CG30103,Rh2,Tsp2A,zyd,Gat,scaf,Ddr,Nepl18,Reck,dpr11,Pzl,Ank2,Ac78C,CG7781,Sytalpha,CG9864,CG4476,jp,dpr15,bark,CG32447,Cad96Ca,grnd,Alp4,Fur1,Ptr,Octalpha2R,Cad86C,ptc,CAH9,if,CG15096,CG40006,nAChRalpha4,ave,Pkcdelta,Dscam3,dpr9,Alk,melt,DIP-lambda,Nepl21,Mipp1,smog,tutl,CG14605,CG32812,CG10939,chas,CG34383,pen-2,htl,fs(1)N,CG3526,CG43795,RabX2,dpr13,CG6739,X11Lbeta,CG3104,mGluR,Nox,Toll-9,Gr94a"
